Email,Gender,Age,Attendance (%),Midterm_Score,Final_Score,Assignments_Avg,Quizzes_Avg,Participation_Score,Projects_Score,Total_Score,Grade
student4333@university.com,Female,23,71.28,74.03,89.49,57.21,51.03,8.7,84.83,86.43,C
student4334@university.com,Female,23,70.68,53.02,45.65,65.2,96.57,2.76,63.48,92.64,A
student4335@university.com,Male,21,72.14,47.37,82.64,74.19,62.6,1.92,58.5,54.32,D
student4336@university.com,Male,24,54.11,71.09,59.39,76.95,72.39,6.97,94.47,96.28,D
student4337@university.com,Female,24,94.6,72.86,47.36,71.46,97.53,1.89,58.04,96.39,C
student4338@university.com,Male,19,93.46,60.06,72.74,83.15,73.38,0.91,67.21,50.4,C
student4339@university.com,Female,19,99.9,77.82,53.58,71.38,53.93,0.97,71.42,75.32,B
student4340@university.com,Female,19,79.26,44.12,89.28,97.32,77.6,7.68,73.81,79.36,B
student4341@university.com,Female,24,87.56,48.71,42.57,63.05,54.41,0.29,68.07,77.69,C
student4342@university.com,Male,23,60.13,72.78,45.92,81.37,54.75,2.89,95.63,80.79,D
student4343@university.com,Female,24,83.38,43.71,71.26,80.57,92.57,1.29,82.93,75.17,F
student4344@university.com,Female,19,82.49,92.85,75.34,64.08,64.47,7.55,67.97,64.69,B
student4345@university.com,Female,22,95.06,48.53,83.79,70.58,83.93,5.03,67.89,54.79,C
student4346@university.com,Male,18,91.54,80.44,55.56,68.27,75.45,2.05,75.15,60.42,F
student4347@university.com,Female,23,96.92,63.47,90.51,58.62,61.12,7.5,51.68,87.01,F
student4348@university.com,Female,22,93.44,63.99,97.19,73.86,75.89,7.5,96.33,62.05,F
student4349@university.com,Female,20,93.43,85.89,69.94,69.33,53.45,5.23,61.17,91.49,F
student4350@university.com,Male,22,53.19,69.97,85.63,58.92,67.36,2.76,84.88,70.17,A
student4351@university.com,Female,22,92.3,83.54,71.49,72.49,76.14,5.86,88.89,70.72,B
student4352@university.com,Female,20,80.37,70.31,44.17,71.09,61.42,9.34,91.37,93.42,F
student4353@university.com,Male,22,69.02,75.57,59.57,56.57,83.01,0.52,58.28,60.71,F
student4354@university.com,Male,18,52.83,85.64,45.25,56.56,52.59,2.67,76.83,59.48,C
student4355@university.com,Female,23,83.88,76.44,99.33,82.38,74.24,2.85,54.18,99.27,C
student4356@university.com,Female,21,66.41,76.94,53.74,85.33,85.75,6.32,90.24,77.03,A
student4357@university.com,Female,24,73.39,87.35,78.15,97.06,71.5,6.51,74.32,59.53,F
student4358@university.com,Male,20,84.09,96.95,57.06,54.35,93.73,2.06,57.92,58.29,A
student4359@university.com,Male,23,95.59,62.6,79.19,55.89,81.61,2.16,85.93,93.08,C
student4360@university.com,Female,19,91.27,74.63,52.62,52.59,97.92,9.28,66.56,79.99,B
student4361@university.com,Male,18,72.53,45.18,87.12,76.61,64.21,7.56,55.73,55.75,D
student4362@university.com,Female,21,69.39,61.53,46.65,81.14,96.94,9.34,73.05,94.35,D
student4363@university.com,Female,18,61.99,64.72,93.71,70.18,80.34,8.3,61.76,72.2,A
student4364@university.com,Male,18,68.62,90.11,90.43,89.9,87.26,4.02,97.51,99.47,C
student4365@university.com,Female,19,55.55,70.8,80.73,84.33,95.11,1.22,68.07,64.09,D
student4366@university.com,Male,21,98.56,83.86,44.04,99.29,77.56,6.3,78.62,76.44,F
student4367@university.com,Male,24,78.7,41.14,52.51,56.89,93.11,3.52,97.42,58.66,B
student4368@university.com,Female,18,56.39,67.87,91.56,52.92,77.08,4.25,69.69,71.99,C
student4369@university.com,Male,19,67.64,94.08,47.32,63.74,79.96,4.26,67.91,58.83,A
student4370@university.com,Female,20,77.35,53.46,49.36,50.95,72.25,9.37,58.12,65.36,C
student4371@university.com,Male,19,76.64,41.89,72.64,96.63,57.28,0.69,96.92,63.49,B
student4372@university.com,Female,22,51.78,66,56.45,65.2,77.68,1.93,90.04,64.15,C
student4373@university.com,Female,23,97.54,82.27,53.32,77.62,98.87,6.08,61.05,98.49,A
student4374@university.com,Female,19,63.77,67.27,74.55,65.9,89.36,8.84,66.63,51.92,F
student4375@university.com,Male,19,50.81,67.6,62.35,62.29,87.37,9.18,95.75,74.84,C
student4376@university.com,Female,19,53.82,80.19,48.43,57.62,82.17,5.59,76.86,81.46,A
student4377@university.com,Male,24,79.01,55.26,72.09,66.02,67.4,0.35,77.82,83.04,F
student4378@university.com,Male,18,56.89,85.11,63.22,80.77,58.48,3.63,82.41,87.73,D
student4379@university.com,Male,24,52.09,49.19,84.07,98.58,61.23,9.19,88.11,88.05,C
student4380@university.com,Male,21,68.98,63.75,46.17,77.9,50.32,5,96.96,97.78,F
student4381@university.com,Male,19,81.14,79.36,77.24,76.64,83.67,7.27,90.11,87.78,D
student4382@university.com,Female,19,55.59,89.7,66.19,51.76,90.59,2.69,96.73,91.18,C
student4383@university.com,Male,22,65.67,87.49,64.36,92,63.45,0.25,91.03,76.62,C
student4384@university.com,Female,22,70.89,83.3,53.94,52.24,54.59,5.78,52.32,82.88,B
student4385@university.com,Female,20,57.97,61.55,41.83,95.31,66.79,8.35,55.88,73.91,C
student4386@university.com,Male,20,75.3,47.34,90.86,76.93,64.6,9.9,94.24,63.82,C
student4387@university.com,Female,22,54.26,53.01,59.58,58.42,72.54,8.47,51.38,65.67,F
student4388@university.com,Female,21,52.33,91.89,80.87,72.59,63.21,5.54,89.71,68.03,A
student4389@university.com,Male,20,75.99,91.44,96.86,99.75,66.99,6.09,92.49,67.03,B
student4390@university.com,Female,23,62.39,97.09,73.9,65.25,95.38,8.24,70.77,76.66,C
student4391@university.com,Male,23,54.77,44.56,63.83,63.47,66.74,0.2,67.74,62.38,F
student4392@university.com,Male,21,71.2,72.21,56.1,55.9,89.28,9.52,59.72,75.83,F
student4393@university.com,Male,22,95.76,78.92,96.04,79.86,81.29,5.31,52.45,95.81,A
student4394@university.com,Female,20,86.21,82.64,80.92,54.46,66.88,9.52,87.27,70.3,D
student4395@university.com,Female,19,90.78,78.63,79.92,88.3,90.89,7.65,53.69,61.13,C
student4396@university.com,Female,22,93.6,86.2,65.57,95.96,79.75,1.52,97.23,67.34,D
student4397@university.com,Female,20,98.63,61.57,90.7,96.59,50.43,1.65,64.84,93.84,A
student4398@university.com,Male,21,88.16,50.77,82.82,55.4,53.44,3.54,89.71,97.08,F
student4399@university.com,Male,23,80.42,52.28,56.99,77.91,87.63,2.64,52.98,94.33,D
student4400@university.com,Female,21,68.27,40.72,75.97,54.86,72.33,4.39,76.81,64.37,A
student4401@university.com,Male,20,59.08,61.02,65.81,78.6,70.28,6.04,67.45,69.39,D
student4402@university.com,Female,21,84.33,45.5,40.4,90.75,57.29,4.37,51.5,98.75,F
student4403@university.com,Male,20,99.75,59.29,88.46,76.89,57.87,0.56,82.79,66.19,C
student4404@university.com,Male,20,73.37,77.69,47.37,93.6,89.89,9.76,97.16,56.89,B
student4405@university.com,Male,21,86.18,93.67,70.6,90.08,91.45,4.25,50.54,64.1,F
student4406@university.com,Male,18,74.75,90.38,60.17,63.83,78,8.51,63.52,98.2,D
student4407@university.com,Male,19,71.6,55.16,60.53,81.51,64.76,0.74,85.18,70.79,C
student4408@university.com,Female,22,70.52,48.04,68.64,50.37,96.64,8.1,93.56,96.69,B
student4409@university.com,Female,23,75.23,51.58,99.82,69.8,81.2,1.73,59.54,55.2,A
student4410@university.com,Male,19,68.34,98.26,64.5,61.9,89.83,6.79,53.54,88.3,C
student4411@university.com,Female,22,87.44,72.97,50.94,96.86,50.16,6.62,50.43,54.67,F
student4412@university.com,Male,22,93.71,50.95,76.82,70.27,72.52,9.1,60.76,59.87,D
student4413@university.com,Male,23,94.14,90.44,54.18,82.7,93.55,3.21,53.57,80.81,B
student4414@university.com,Male,19,61.38,63.71,46.33,86.6,66.91,1.09,67.97,71.72,C
student4415@university.com,Male,23,94.8,93.95,43.01,88.66,86.33,8.65,72.01,83.33,B
student4416@university.com,Female,20,67.08,55.64,41.37,86.79,82.88,3.32,74,98.67,B
student4417@university.com,Male,23,65.47,63.59,65.87,64.46,57.61,2.33,57.12,52.64,C
student4418@university.com,Female,21,86.34,70.3,65.6,84.3,88.75,4.86,73.2,59.58,D
student4419@university.com,Male,18,65.23,93.56,51.13,77.45,55.63,1.46,50.45,82.01,A
student4420@university.com,Male,18,52.65,92.13,87.04,79.87,86.4,2.97,61.97,94.83,C
student4421@university.com,Female,18,68.68,74.46,47.76,50.04,99.55,3.85,68.45,89.88,A
student4422@university.com,Male,19,86.07,53.31,94.92,62.91,97.9,2.77,55.92,73.28,B
student4423@university.com,Male,19,66.35,64.2,75.25,96.53,90.01,4.5,90.7,87.27,B
student4424@university.com,Female,20,81.48,98.54,41.66,64.5,76.73,3.85,60.06,60.4,D
student4425@university.com,Female,24,83.01,76.47,97.78,71.9,83.74,7.75,87.74,50.69,C
student4426@university.com,Female,18,86.69,86.87,58.48,59.33,86.41,9.18,73.69,78.5,C
student4427@university.com,Male,20,94.86,66.99,67,56.93,50.42,1.01,73.99,90.66,F
student4428@university.com,Male,24,71.63,71.92,57.06,60.43,55.12,8.23,82.26,71.67,D
student4429@university.com,Female,18,58.32,65.74,83.71,77.68,79.85,9.32,52.21,78.46,C
student4430@university.com,Female,19,65.95,82.18,69.14,95.95,50.33,6.87,53.94,71.11,B
student4431@university.com,Male,24,71.61,91.09,47.94,66.31,95.45,9.96,66.34,75.7,D
student4432@university.com,Male,21,85.69,70.44,46.25,66.17,74.48,3.35,70.84,94.22,F
student4433@university.com,Female,21,50.66,68.85,83.52,78.21,62.89,8.3,71.5,73.91,F
student4434@university.com,Female,21,65.79,60.42,54.22,67.84,69.69,6.74,83.84,50.37,B
student4435@university.com,Female,23,88.99,50.63,48.27,95.52,92.54,3.23,50.04,89.99,C
student4436@university.com,Female,21,83.54,96.35,69.97,68.89,96.36,7.05,97.96,80.89,B
student4437@university.com,Male,22,86.59,58.96,88.17,74.52,55.81,5.1,58.72,86.52,F
student4438@university.com,Male,18,90.59,88.04,56.73,76.67,88.9,1.89,62.43,95.05,D
student4439@university.com,Male,21,89.16,82.92,56.59,89.1,78.91,1.74,95.28,64.31,C
student4440@university.com,Male,24,84.11,87.46,90.03,78.2,79.28,7.13,50.27,75.15,B
student4441@university.com,Female,22,71.98,96.21,48.87,61.96,88.97,7.12,99.57,80.12,C
student4442@university.com,Male,22,99.18,77.4,77,56.2,61.14,5.31,51.8,67.27,D
student4443@university.com,Female,22,78.45,93.88,97.3,96.89,76.55,5.01,56.03,92.3,F
student4444@university.com,Male,20,60.14,50.06,90.48,90.08,65.97,1.8,62.01,84.88,B
student4445@university.com,Male,24,64.64,77.6,43.71,51.15,54.73,4.29,71.94,86.67,F
student4446@university.com,Male,20,84.68,86.34,59.19,91.08,55.25,8.71,75.92,90.4,B
student4447@university.com,Female,22,96.24,56.3,48.54,79.53,56.82,8.55,55.24,62.9,C
student4448@university.com,Male,23,58.94,84.45,96.95,75.94,80.74,6.61,53.68,87.28,A
student4449@university.com,Female,21,54.12,86.71,99.16,50.61,55.29,9.97,51.59,88.69,B
student4450@university.com,Female,18,94.08,89.87,54.1,89.04,78.51,8.93,62.84,92.12,B
student4451@university.com,Male,24,95.76,58.77,80.18,59.9,79.41,1.45,96.08,74.43,F
student4452@university.com,Female,23,63.82,80.9,90.5,86.4,95.19,3.99,69.49,75.21,A
student4453@university.com,Male,19,68.86,58.26,54.02,50.79,81.32,1.32,88.2,54.91,A
student4454@university.com,Female,20,83.01,84.34,51.26,89.82,99.28,4.66,59.51,92.61,A
student4455@university.com,Male,21,66.5,67.78,40.67,51.15,51.55,7.76,53.23,76.67,A
student4456@university.com,Female,21,93.86,75.85,64.72,61.79,85.21,1.56,77.71,79.72,D
student4457@university.com,Female,19,55.38,64.95,93.97,63.41,51.32,8.8,91.1,56.07,C
student4458@university.com,Male,19,51.9,49.72,94.18,57.88,86.47,5.69,94.92,80.09,B
student4459@university.com,Male,24,60.42,50.68,47.66,74.05,69.29,7.49,77.31,52.1,C
student4460@university.com,Male,21,64.3,44.65,52.26,64.18,80.57,0.45,64.7,96.16,C
student4461@university.com,Male,19,55.65,77.08,64.48,99.66,65.48,0.94,55.48,93.18,C
student4462@university.com,Female,21,53.28,90.92,86.84,79,57.96,6.21,83.39,59.72,C
student4463@university.com,Female,23,87.78,41.25,76.71,78.32,86.18,8.38,64.02,79.69,D
student4464@university.com,Female,24,58.21,43.97,70.83,61.04,95.23,8.74,92.2,80.13,F
student4465@university.com,Female,19,95.7,67.45,75.52,70.43,59.18,6.88,80.26,90.17,D
student4466@university.com,Male,23,68.4,84.26,45.77,56.2,96.04,2.01,92.94,87.85,B
student4467@university.com,Female,23,83.53,49.46,68.66,88.13,57.01,1.95,78.33,99.66,A
student4468@university.com,Male,19,61.27,56.3,99.52,66.56,86.78,8.81,88.59,67.54,F
student4469@university.com,Female,24,62.02,53.92,45.31,87.6,97.97,1.13,64.72,56.23,B
student4470@university.com,Male,21,78.74,63.94,71.15,68.58,57.37,6.86,75.15,78.67,A
student4471@university.com,Male,22,78.03,53.5,57.74,99.44,71.75,5.34,50.97,88.2,D
student4472@university.com,Male,21,88.44,61.16,72.39,58.56,66.87,4.21,80.39,64.29,C
student4473@university.com,Male,18,87.89,83.71,74.43,50.08,69.42,4.4,76.69,61.81,B
student4474@university.com,Male,19,83.53,76.66,74.65,79.74,87.66,9.45,87.76,90.12,C
student4475@university.com,Female,20,72.46,44.87,91.13,97.65,83.06,8.61,86.45,87.69,C
student4476@university.com,Male,24,94.53,78.26,63.38,82.35,98.43,8.65,81.38,60.17,C
student4477@university.com,Female,19,81.13,68.62,70.98,54.29,59.27,4.07,52.83,93.46,F
student4478@university.com,Female,18,99.51,96.07,40.66,77.02,77.16,1.07,95.15,56.74,A
student4479@university.com,Male,23,90.97,57.36,87.37,95.47,72.46,9.98,50.9,55.46,C
student4480@university.com,Female,20,52.22,83.57,55.57,50.33,95.94,1.45,90.16,67.56,B
student4481@university.com,Female,20,66.03,83.85,88.99,58.35,50.53,5.16,73.97,94.33,F
student4482@university.com,Female,21,78.59,53.29,55.94,90.73,99.46,2.65,90.9,84.77,A
student4483@university.com,Male,22,86.07,94.19,40.65,94.7,73.99,5.11,73.25,69.74,B
student4484@university.com,Male,21,77.52,69.47,49.29,85.36,81.28,3.05,82.35,57.86,F
student4485@university.com,Male,24,89.31,80.73,99.14,99.58,68,8.97,68.16,85.67,F
student4486@university.com,Male,20,64.13,48.75,59.19,54.51,92.63,9.68,87.18,79.96,A
student4487@university.com,Female,20,59.2,55.47,46.53,77.28,78.1,4.1,62.71,99.38,C
student4488@university.com,Female,22,52.7,75.17,47.13,84.25,83.14,0.7,85.97,88.28,B
student4489@university.com,Female,24,78.67,59.14,58.62,85.13,82.45,6.63,59.67,55.11,D
student4490@university.com,Female,19,84.43,69.98,42.26,89.67,68.2,3.77,86.11,86.41,C
student4491@university.com,Female,22,66.31,62.44,70.69,95.88,53.8,9.86,64.68,62.87,D
student4492@university.com,Female,23,80.68,78.43,52.82,68.08,90.39,0.89,63.93,98.09,B
student4493@university.com,Male,21,52.61,69.23,71.16,52.15,64.49,1.19,90.57,50.96,D
student4494@university.com,Female,19,54.96,40.28,48.45,68.12,92.45,6.99,90.68,61.92,D
student4495@university.com,Female,21,85.09,78.98,65.79,83.58,80.43,7.59,84.57,74.95,A
student4496@university.com,Female,22,68.4,65.33,75.88,60.67,67.69,4.71,96.2,53.95,A
student4497@university.com,Male,19,83.57,60.5,43.72,90.5,79.71,2.77,57.81,67.2,A
student4498@university.com,Female,22,91.59,45.65,63.92,60.99,82.27,3.1,63.47,74.86,D
student4499@university.com,Female,23,92.63,53.22,58.15,50.5,85.33,3.38,64.7,72.35,D
student4500@university.com,Male,18,58.61,53.43,54.42,75.4,91.12,2.25,65.26,73.03,F
student4501@university.com,Female,20,74.31,96.12,76.27,86.32,57.99,8.51,66.4,93.95,F
student4502@university.com,Male,24,86.7,65.95,75.31,67.48,97.21,0.65,84.85,75.26,A
student4503@university.com,Male,19,88.7,42.52,77.84,87.44,70.54,4.07,63.54,97.05,F
student4504@university.com,Female,20,89.23,48.33,49.53,71.92,93.02,7.48,64.3,57.39,C
student4505@university.com,Female,18,61.41,44.74,57.14,58.59,61.02,0.04,78.52,64.01,F
student4506@university.com,Male,19,59.63,75.33,52.58,54.53,51.45,8.78,59.67,82.83,F
student4507@university.com,Female,20,79.5,51.2,72.43,85.53,78.67,7.06,68.24,64.16,C
student4508@university.com,Female,20,87.05,69.91,67.66,69.29,66.23,0.73,52.9,67.36,C
student4509@university.com,Male,19,65.96,62.2,59.82,95.64,99.22,8.95,97.63,95.05,B
student4510@university.com,Male,20,55.24,88.23,87.16,77.01,55.22,4.87,65.87,76.93,D
student4511@university.com,Female,20,85.84,59.23,45.64,67.42,52.37,6.52,92.5,66.73,D
student4512@university.com,Male,19,64.98,67.5,98.49,67.45,52.25,8.82,76.5,88.84,A
student4513@university.com,Female,24,58.32,83.28,46.99,56.57,60.84,8.81,61.41,53.53,B
student4514@university.com,Female,20,57.39,66,86.38,79.69,78.96,4.09,59.67,78.18,B
student4515@university.com,Female,20,65.75,87.59,62.09,79.11,75.28,2.38,84.75,54.98,B
student4516@university.com,Female,24,79.63,79.7,91.92,90,67.5,2.57,98.24,58.84,B
student4517@university.com,Male,21,67.92,64.63,44.45,60.06,54.44,7.66,59.15,53.12,F
student4518@university.com,Female,23,51.03,70.24,62.48,64.54,61.69,9.29,55.77,95.08,B
student4519@university.com,Male,21,54.85,98.03,60.13,54.86,59.21,0.72,69.35,52.41,A
student4520@university.com,Female,18,64.53,79.7,99.59,64.77,87.28,0.15,69.69,75.82,D
student4521@university.com,Female,21,82.99,94.3,99.13,71.41,89,8.23,90.31,61.25,B
student4522@university.com,Male,21,54.93,50.73,51.39,98.2,88.85,3.87,73.44,69.18,D
student4523@university.com,Female,18,78.03,68.99,77.8,82.65,98.45,2.76,53.12,74.68,C
student4524@university.com,Male,20,55.99,94.52,72.13,89.14,94.21,1.88,96.03,72.5,A
student4525@university.com,Male,20,60.58,59.36,49.26,66.28,74.89,3.46,68.66,87.4,C
student4526@university.com,Female,21,58.61,98.06,50.07,57.23,70.75,9.71,83.43,95.59,B
student4527@university.com,Female,18,53.36,45.82,99.36,62.84,95.79,9.77,83.37,65.01,F
student4528@university.com,Female,20,83.57,94.16,67.16,62.82,80.56,3.32,52.82,51.23,F
student4529@university.com,Female,22,73.17,66.71,47.55,79.16,64.72,9.64,50.18,94.7,A
student4530@university.com,Male,19,91.55,44.42,52.89,67.07,78.22,3,54.4,98.94,B
student4531@university.com,Female,19,54.94,92.77,56.1,92.87,99.61,8.54,97.83,71.67,B
student4532@university.com,Female,23,57.24,55.12,70.66,99.43,92.47,2.12,89.7,72.79,B
student4533@university.com,Female,19,65.32,41.34,60.13,67.16,64.06,8.26,56.6,57.21,B
student4534@university.com,Female,21,88.29,48.15,67.3,85.25,97.65,3.54,80.74,73.78,A
student4535@university.com,Female,19,65.29,79.55,49.99,82.87,99.07,1.96,80.6,65.17,A
student4536@university.com,Male,19,70.42,98.67,59.6,59.72,61.56,9.35,50.03,99.72,A
student4537@university.com,Female,22,65.08,46.69,44.22,95.9,94.78,2.14,71.45,59.24,F
student4538@university.com,Male,20,54.01,67.72,93.38,59.97,94.16,9.92,85.59,68.93,B
student4539@university.com,Female,22,96.97,50.84,51.93,86.85,51.99,1.09,59.34,80.83,C
student4540@university.com,Female,21,77.43,84.7,85.41,67.38,83.48,0.1,92.55,67.26,D
student4541@university.com,Female,19,89.39,47.08,60.97,68.35,65.26,8.71,83.02,73.72,A
student4542@university.com,Male,24,82.92,54.39,68.46,72.77,83.73,5.87,50.35,98.67,A
student4543@university.com,Female,20,75.71,51.78,57.48,93.23,95.68,4.22,92.75,75.4,F
student4544@university.com,Male,23,54.48,73.15,81.79,57.01,74.94,0.82,50.97,95.52,F
student4545@university.com,Male,23,82.14,92.39,90.67,52.73,70.72,5.75,94.4,52.15,D
student4546@university.com,Female,19,57.77,70.67,57.18,70.1,96.08,3.94,66.69,55.99,F
student4547@university.com,Male,19,70.72,43.49,54.53,52.78,98.71,4.84,84.93,97.23,A
student4548@university.com,Female,23,81.46,73.8,80.89,84.38,53.11,6.3,89.37,56.44,B
student4549@university.com,Female,23,89.11,87.85,51.71,88.02,96.14,6.4,64.06,86.83,B
student4550@university.com,Male,24,84.25,47.93,78.39,92.74,54.14,9.61,67.82,72.3,F
student4551@university.com,Female,21,83.58,44.36,45.67,87.19,66.86,6.55,75.48,70.34,D
student4552@university.com,Female,19,57.45,51.27,77.21,95.82,88.13,3.39,79.13,82.96,B
student4553@university.com,Male,23,67.31,84.77,70.8,87.42,88.85,3.3,64.6,86.38,A
student4554@university.com,Male,24,52.15,75.5,46.83,96.8,86.29,4.77,99.62,96.6,B
student4555@university.com,Male,18,85.97,72.44,78.95,59.66,51.96,2.59,86.85,62.84,D
student4556@university.com,Male,23,97.63,54.97,66.79,74.99,56.65,3.76,63.71,84.9,F
student4557@university.com,Male,20,63.21,59.93,53.03,99.7,96.81,8.42,82.02,67.11,C
student4558@university.com,Male,20,54.38,97.95,61.2,84.08,54.07,8.6,71.77,85.88,B
student4559@university.com,Female,18,73.78,54.44,69.53,93.93,53.93,6.28,93.02,57.11,A
student4560@university.com,Male,21,92.83,94.1,45.49,51.52,91.78,5.83,66.45,72.88,D
student4561@university.com,Male,19,77.6,74.83,97.46,93.59,82.06,4.27,59.39,59.18,B
student4562@university.com,Female,19,52.34,47.4,79.93,84.89,67.58,6.36,52.31,66.82,C
student4563@university.com,Female,23,98.71,68.04,46.15,58.54,58.29,8.06,99.22,85.78,F
student4564@university.com,Male,20,91.43,96.91,89.37,51.28,94.21,7.38,67.96,61.67,B
student4565@university.com,Male,21,56.58,65.11,59.35,63,99.43,0.35,61.03,84.24,D
student4566@university.com,Female,21,96.09,91.8,75.81,95.79,52.5,7.31,74.59,74.8,B
student4567@university.com,Male,21,72.53,55.39,56.63,83.41,77.71,7.2,64.58,54.6,F
student4568@university.com,Male,23,68.59,74.26,84,95.97,63.07,0.99,61.65,69.33,D
student4569@university.com,Female,19,73.05,90.63,83.38,72.31,91.62,1.5,80.82,93.46,C
student4570@university.com,Male,21,91.73,95.24,73.12,96.83,67.3,7.88,53.74,99.46,A
student4571@university.com,Female,23,82.97,69.15,54.46,73.15,85.73,5.59,75.45,68.45,F
student4572@university.com,Male,23,52.96,78.38,55.22,60.21,76.98,8.22,69.37,52.74,B
student4573@university.com,Female,18,97.88,40.18,62.97,57.57,77.08,1.85,76.63,56.51,C
student4574@university.com,Female,22,57.39,55.19,48.7,99.69,92.9,0.31,66.02,89.41,D
student4575@university.com,Female,21,87.28,56.72,60.26,66.69,73.52,1.62,78.52,82.79,D
student4576@university.com,Male,22,81.81,45.61,81.06,58,92.28,4.53,54.09,64.25,D
student4577@university.com,Female,19,59.38,56.78,89.85,50.42,68.17,5.23,68.81,69.56,B
student4578@university.com,Male,23,58.54,59.27,59.95,64.28,58.74,8.58,61.87,90.56,F
student4579@university.com,Female,24,93.52,98.13,54.02,94.46,72.77,7.16,71.9,70.66,C
student4580@university.com,Female,21,70.98,80.12,89.96,76.7,74.92,9.9,69.92,87.79,D
student4581@university.com,Female,24,82.73,65.56,93.44,81.62,73.92,0.79,81.56,64.76,A
student4582@university.com,Male,20,75.2,99.28,64.6,96.12,90.42,1.3,81.44,86.24,F
student4583@university.com,Male,19,86.37,49.19,41.61,75.64,78.23,0.84,70.67,73.32,C
student4584@university.com,Female,18,73.96,68.56,81.7,91.91,94.42,5.38,59.08,77.27,C
student4585@university.com,Male,18,64.37,78.82,87.04,66.19,75.71,2.67,79.1,79.94,D
student4586@university.com,Male,22,68.17,43.33,41.08,98.86,61.24,6.84,98.33,72.53,A
student4587@university.com,Male,23,92.95,83.02,75.7,53.94,56.47,1.33,59.27,73.31,D
student4588@university.com,Female,22,73.4,45.99,75.3,86.24,93.42,1.03,53.45,63.29,F
student4589@university.com,Male,20,60.67,48.42,62.72,83.03,52.81,4.6,63.23,99.29,B
student4590@university.com,Female,20,96.73,49.58,84.99,59.58,55.88,3.76,70.65,95.29,F
student4591@university.com,Female,18,89.83,95.73,65.69,69.44,53.18,8.29,65.31,76.37,A
student4592@university.com,Female,24,52.78,80.99,80.61,65.64,71.19,8.38,91.74,51.73,B
student4593@university.com,Male,21,99.95,79.33,71.03,54.72,76.63,1.17,74.65,58.42,C
student4594@university.com,Female,18,84.75,73.33,54.91,79.24,50.99,8.12,62.31,92.7,D
student4595@university.com,Male,18,58.01,57.57,76.39,99.68,75.78,5.64,97.51,96.54,F
student4596@university.com,Male,24,61.86,77.25,84.21,77.98,69.69,5.04,56.25,58.06,D
student4597@university.com,Female,24,84.62,64.61,98.43,77.26,88.68,0.95,56.15,86.73,F
student4598@university.com,Female,20,88.99,48.72,62.81,52.02,91.5,7.4,62.26,81.15,D
student4599@university.com,Female,24,61.95,81.38,43.87,56.96,84.25,0.6,53.84,65.17,B
student4600@university.com,Male,22,62.85,47.77,99.28,75.66,73.67,2.78,87.58,71.8,D
student4601@university.com,Male,20,65.36,51.44,77.43,99.26,60.81,0.95,65.64,83.86,A
student4602@university.com,Female,24,79.9,89.06,96.79,93.83,92.36,5.31,86.49,55.06,A
student4603@university.com,Female,23,58.59,79.61,46.23,67.01,67.08,6.45,88.14,59.45,D
student4604@university.com,Male,20,55.21,77.86,60.52,77.15,67.81,8.91,61.88,51.67,C
student4605@university.com,Male,20,83.94,65.09,48.04,77.64,95.8,7.34,75.92,95.11,A
student4606@university.com,Female,18,88.95,63.78,90.13,84.27,98.78,9.61,75.98,78.69,F
student4607@university.com,Male,21,75.05,81.42,92.82,84.39,94.91,7.61,93.57,76.17,D
student4608@university.com,Male,18,68.19,84.4,70.08,89.49,99.91,2.98,51.28,85.31,D
student4609@university.com,Male,19,71.6,70.61,51.2,51.25,93.45,5.48,65.84,99.42,A
student4610@university.com,Male,20,69.42,98.16,47.63,97.18,85.22,4.58,94.12,58.61,C
student4611@university.com,Male,24,98,97.34,75.29,53.5,64.69,5.66,61.84,56.66,F
student4612@university.com,Male,24,88.4,64.75,70.38,73.81,97.65,5.72,56.84,64.74,A
student4613@university.com,Female,24,60.4,89.24,81.69,95.98,93.83,7.02,78.81,95.2,A
student4614@university.com,Male,20,69.21,72.6,58.31,74.38,62.04,0.83,65.29,70.57,B
student4615@university.com,Female,24,77.2,70.71,64.14,53.18,74.46,7.47,73.36,89.67,A
student4616@university.com,Female,19,80.65,43.3,41.28,61.46,53.5,1.44,91,60.15,F
student4617@university.com,Male,20,73.41,74.44,76.61,78.93,97.67,0.26,76.03,74.68,B
student4618@university.com,Female,24,90.51,94.03,65.39,54.39,78.64,5.19,75.79,56.37,C
student4619@university.com,Female,20,88.38,86.81,95.19,71.18,62.26,5.81,63.91,70.64,C
student4620@university.com,Female,23,75.26,87.18,78.51,66.45,64.62,0.35,89.64,63.11,A
student4621@university.com,Male,20,92.72,49.6,63.92,90.76,99.03,5.15,86.99,77.47,F
student4622@university.com,Female,19,87.55,61.51,55.82,55.51,80.78,5.35,61.71,89.02,C
student4623@university.com,Male,18,88.93,53.99,94.32,84.14,71.03,0.52,66,96.92,F
student4624@university.com,Female,20,97.82,58.95,40.98,70.33,74.99,7.12,89.43,64.19,F
student4625@university.com,Female,21,63.32,74.77,59.61,79.39,54.93,2.1,67.89,87.16,B
student4626@university.com,Female,19,63.38,61.89,96.61,60.28,53.75,7.94,70.18,94.28,A
student4627@university.com,Female,22,94.45,73.64,79.24,80.49,79.64,3.11,68.22,56.24,F
student4628@university.com,Male,23,88.61,66.31,71.96,83.7,75.6,4.78,58.08,79.3,F
student4629@university.com,Female,19,96.33,57.2,52.21,53.51,67.96,8.92,67.04,80.59,F
